"Taxonomic Group","Scientific Name","Common Name","NC Status","Federal Status","State Rank","Global Rank","County","County Status","Habitat Comment"
"Butterfly","Celastrina neglectamajor","Appalachian Azure","W2","none","S3S4","G4","Ashe","Current","rich deciduous forests; host plant -- black cohosh (Cimicifuga)"
"Butterfly","Celastrina neglectamajor","Appalachian Azure","W2","none","S3S4","G4","Alleghany","Current","rich deciduous forests; host plant -- black cohosh (Cimicifuga)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Jackson","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Transylvania","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Macon","Historical","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Clay","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Polk","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Graham","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Haywood","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Swain","Historical","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Buncombe","Current","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Celastrina nigra","Dusky Azure","SR","none","S2","GU","Mitchell","Historical","rich, moist deciduous forests; host plant -- goat's-beard (Aruncus dioicus)"
"Butterfly","Chlosyne gorgone","Gorgone Checkerspot","SR","none","S1?","G5","Macon","Current","woodland openings and borders; host plants -- sunflowers, rosinweeds, and other tall composites"
"Butterfly","Chlosyne gorgone","Gorgone Checkerspot","SR","none","S1?","G5","Clay","Current","woodland openings and borders; host plants -- sunflowers, rosinweeds, and other tall composites"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Wilkes","Historical","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Jackson","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Transylvania","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Macon","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Clay","Historical","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Graham","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Haywood","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Swain","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Buncombe","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Burke","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Madison","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Mitchell","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Avery","Historical","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Watauga","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Ashe","Historical","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erora laeta","Early Hairstreak","SR","none","S2S3","G2G3","Alleghany","Current","deciduous forests, especially along edges of rich forests; host plants -- mainly American beech (Fagus grandifolia)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Wake","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Franklin","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Durham","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Orange","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Moore","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Wayne","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Brunswick","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Richmond","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Jones","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Craven","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Cumberland","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Montgomery","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Gaston","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Macon","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Clay","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Henderson","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Rutherford","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Polk","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Graham","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Swain","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Buncombe","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Madison","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Granville","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Yadkin","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Warren","Historical","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Caswell","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Surry","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Ashe","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Erynnis martialis","Mottled Duskywing","SR","none","S2","G3","Alleghany","Current","upland woods and wooded edges; host plant -- New Jersey tea (Ceanothus americanus)"
"Butterfly","Euchloe olympia","Olympia Marble","SR","none","S1","G5","Wilkes","Current","dry, open wooded slopes, mainly on circumneutral soils; host plants -- cresses (Arabis)"
"Butterfly","Euchloe olympia","Olympia Marble","SR","none","S1","G5","Swain","Current","dry, open wooded slopes, mainly on circumneutral soils; host plants -- cresses (Arabis)"
"Butterfly","Euchloe olympia","Olympia Marble","SR","none","S1","G5","Madison","Current","dry, open wooded slopes, mainly on circumneutral soils; host plants -- cresses (Arabis)"
"Butterfly","Euchloe olympia","Olympia Marble","SR","none","S1","G5","Alleghany","Current","dry, open wooded slopes, mainly on circumneutral soils; host plants -- cresses (Arabis)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Jackson","Historical","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Transylvania","Historical","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Macon","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Henderson","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Polk","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Graham","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Haywood","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Buncombe","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Madison","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Mitchell","Historical","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Avery","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Watauga","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Ashe","Current","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphydryas phaeton","Baltimore Checkerspot","SR","none","S2","G4","Alleghany","Historical","bogs, marshes, wet meadows; rarely in upland woods; host plants -- turtlehead (Chelone) and false foxglove (Aureolaria)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Columbus","Current","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Onslow","Current","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Carteret","Historical","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Craven","Current","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Hyde","Current","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Dare","Historical","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes berryi","Berry's Skipper","SR","none","S1S2","G2","Washington","Current","wet areas near ponds, canals, or marshes; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Gates","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Pender","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Harnett","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Moore","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Pitt","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Johnston","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Brunswick","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Carteret","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Jones","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Craven","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Vance","Historical","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Northampton","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Ashe","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes bimacula","Two-spotted Skipper","SR","none","S1S2","G4","Alleghany","Current","wet savannas, bogs, sedgy areas near wet woods; host plants -- sedges (Carex)"
"Butterfly","Euphyes dukesi","Dukes' Skipper","SR","none","S1S2","G3G4","New Hanover","Current","ecotones of brackish or fresh marshes with swamps; host plants -- sedges (Carex)"
"Butterfly","Euphyes dukesi","Dukes' Skipper","SR","none","S1S2","G3G4","Beaufort","Historical","ecotones of brackish or fresh marshes with swamps; host plants -- sedges (Carex)"
"Butterfly","Euphyes dukesi","Dukes' Skipper","SR","none","S1S2","G3G4","Brunswick","Current","ecotones of brackish or fresh marshes with swamps; host plants -- sedges (Carex)"
"Butterfly","Euphyes dukesi","Dukes' Skipper","SR","none","S1S2","G3G4","Craven","Current","ecotones of brackish or fresh marshes with swamps; host plants -- sedges (Carex)"
"Butterfly","Euphyes dukesi","Dukes' Skipper","SR","none","S1S2","G3G4","Dare","Current","ecotones of brackish or fresh marshes with swamps; host plants -- sedges (Carex)"
"Butterfly","Euphyes dukesi","Dukes' Skipper","SR","none","S1S2","G3G4","Currituck","Current","ecotones of brackish or fresh marshes with swamps; host plants -- sedges (Carex)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Macon","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Clay","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Graham","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Haywood","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Swain","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Buncombe","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Madison","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Glaucopsyche lygdamus","Silvery Blue","W2","none","S2S3","G5","Mitchell","Current","open upland woods, roadbanks, and borders; host plants -- primarily Carolina vetch (Vicia caroliniana), but also crown vetch (Coronilla varia)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Wake","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Pender","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","New Hanover","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Orange","Historical","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Brunswick","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Onslow","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Carteret","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Hyde","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Cherokee","Historical","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Dare","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Buncombe","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Madison","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Yancey","Historical","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Caldwell","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Alexander","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Currituck","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Ashe","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Heraclides cresphontes","Eastern Giant Swallowtail","SR","none","S2S3","G5","Alleghany","Current","primarily coastal in maritime forests or thickets; also in foothills and mountains near hoptree; host plants -- prickly-ash (Zanthoxylum), hoptree (Ptelea)"
"Butterfly","Hermeuptychia intricata","Intricate Satyr","W3","none","S3?","GNR","Carteret","Historical","mesic to moist hardwood forests; host plants -- grasses; newly described species, very difficult to identify; most NC records based on old specimens"
"Butterfly","Hermeuptychia intricata","Intricate Satyr","W3","none","S3?","GNR","Duplin","Historical","mesic to moist hardwood forests; host plants -- grasses; newly described species, very difficult to identify; most NC records based on old specimens"
"Butterfly","Hermeuptychia intricata","Intricate Satyr","W3","none","S3?","GNR","Jones","Current","mesic to moist hardwood forests; host plants -- grasses; newly described species, very difficult to identify; most NC records based on old specimens"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Pender","Historical","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Moore","Current","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Hoke","Current","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Brunswick","Historical","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Scotland","Current","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Richmond","Current","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Craven","Historical","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia attalus","Dotted Skipper","SR","none","S1","G3G4","Cumberland","Current","pine/oak sandhills, flatwoods, mainly in Sandhills; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Union","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Wake","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Durham","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Chatham","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Harnett","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Moore","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Richmond","Historical","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Montgomery","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Stanly","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Clay","Historical","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Buncombe","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Rowan","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Randolph","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Madison","Current","wooded borders and openings, brushy fields; host plants -- grasses"
